sensor_id,timestamp,room_id,occupancy_count,power_kw,temperature_c,source_system
SENS_R004,2026-09-08T20:00:00,R004,6,0.86,23.55,IoT
SENS_R005,2026-09-08T20:00:00,R005,24,1.21,23.62,IoT
SENS_R006,2026-09-08T20:00:00,R006,16,1.73,24.74,IoT
SENS_R007,2026-09-08T20:00:00,R007,11,1.48,25.49,IoT
SENS_R008,2026-09-08T20:00:00,R008,16,1.21,24.31,IoT
SENS_R009,2026-09-08T20:00:00,R009,11,1.39,23.46,IoT
SENS_R010,2026-09-08T20:00:00,R010,9,1.6,24.48,IoT
SENS_R011,2026-09-08T20:00:00,R011,9,0.89,23.61,IoT
SENS_R012,2026-09-08T20:00:00,R012,15,1.63,25.34,IoT
SENS_R013,2026-09-08T20:00:00,R013,45,1.61,25.01,IoT
SENS_R014,2026-09-08T20:00:00,R014,20,1.95,26.37,IoT
SENS_R015,2026-09-08T20:00:00,R015,4,0.81,22.97,IoT
SENS_R016,2026-09-08T20:00:00,R016,21,1.6,25.2,IoT
SENS_R017,2026-09-08T20:00:00,R017,17,2.13,24.64,IoT
SENS_R018,2026-09-08T20:00:00,R018,39,2.1,24.75,IoT
SENS_R019,2026-09-08T20:00:00,R019,16,1.62,25.49,IoT
SENS_R020,2026-09-08T20:00:00,R020,17,1.96,25.53,IoT
SENS_R021,2026-09-08T20:00:00,R021,13,1.54,24.03,IoT
SENS_R022,2026-09-08T20:00:00,R022,22,2.01,24.2,IoT
SENS_R023,2026-09-08T20:00:00,R023,8,2.0,24.77,IoT
SENS_R024,2026-09-08T20:00:00,R024,16,0.91,23.41,IoT
SENS_R025,2026-09-08T20:00:00,R025,4,0.44,23.93,IoT
SENS_R026,2026-09-08T20:00:00,R026,9,1.23,24.53,IoT
SENS_R027,2026-09-08T20:00:00,R027,50,1.85,23.86,IoT
SENS_R028,2026-09-08T20:00:00,R028,14,1.38,23.86,IoT
SENS_R029,2026-09-08T20:00:00,R029,30,1.48,23.74,IoT
SENS_R030,2026-09-08T20:00:00,R030,9,1.43,23.69,IoT
SENS_R001,2026-09-08T21:00:00,R001,10,1.6,26.38,IoT
SENS_R002,2026-09-08T21:00:00,R002,23,1.63,24.33,IoT
SENS_R003,2026-09-08T21:00:00,R003,30,1.76,23.85,IoT
SENS_R004,2026-09-08T21:00:00,R004,18,1.59,23.04,IoT
SENS_R005,2026-09-08T21:00:00,R005,42,2.11,24.11,IoT
SENS_R006,2026-09-08T21:00:00,R006,5,1.27,23.7,IoT
SENS_R007,2026-09-08T21:00:00,R007,15,2.42,25.98,IoT
SENS_R008,2026-09-08T21:00:00,R008,28,1.38,24.11,IoT
SENS_R009,2026-09-08T21:00:00,R009,8,1.26,24.56,IoT
SENS_R010,2026-09-08T21:00:00,R010,4,0.92,22.87,IoT
SENS_R011,2026-09-08T21:00:00,R011,0,1.0,24.43,IoT
SENS_R012,2026-09-08T21:00:00,R012,18,1.52,23.85,IoT
SENS_R013,2026-09-08T21:00:00,R013,35,1.8,23.1,IoT
SENS_R014,2026-09-08T21:00:00,R014,9,1.82,24.63,IoT
SENS_R015,2026-09-08T21:00:00,R015,6,1.71,24.7,IoT
SENS_R016,2026-09-08T21:00:00,R016,15,1.34,24.63,IoT
SENS_R017,2026-09-08T21:00:00,R017,16,1.25,23.14,IoT
SENS_R018,2026-09-08T21:00:00,R018,23,2.05,24.47,IoT
SENS_R019,2026-09-08T21:00:00,R019,23,2.31,24.73,IoT
SENS_R020,2026-09-08T21:00:00,R020,4,1.26,24.56,IoT
SENS_R021,2026-09-08T21:00:00,R021,13,1.51,23.97,IoT
SENS_R022,2026-09-08T21:00:00,R022,27,1.76,25.07,IoT
SENS_R023,2026-09-08T21:00:00,R023,7,1.6,23.63,IoT
SENS_R024,2026-09-08T21:00:00,R024,15,1.95,22.59,IoT
SENS_R025,2026-09-08T21:00:00,R025,44,1.92,24.11,IoT
SENS_R026,2026-09-08T21:00:00,R026,8,0.79,23.46,IoT
SENS_R027,2026-09-08T21:00:00,R027,34,1.45,23.33,IoT
SENS_R028,2026-09-08T21:00:00,R028,14,1.84,24.94,IoT
SENS_R029,2026-09-08T21:00:00,R029,36,1.79,24.33,IoT
SENS_R030,2026-09-08T21:00:00,R030,22,1.61,25.15,IoT
SENS_R001,2026-09-09T06:00:00,R001,8,1.47,24.22,IoT
SENS_R002,2026-09-09T06:00:00,R002,25,1.67,23.96,IoT
SENS_R003,2026-09-09T06:00:00,R003,31,2.01,24.22,IoT
SENS_R004,2026-09-09T06:00:00,R004,29,2.16,23.03,IoT
SENS_R005,2026-09-09T06:00:00,R005,28,2.03,24.79,IoT
SENS_R006,2026-09-09T06:00:00,R006,17,1.85,24.18,IoT
SENS_R007,2026-09-09T06:00:00,R007,5,1.31,23.96,IoT
SENS_R008,2026-09-09T06:00:00,R008,36,2.07,25.61,IoT
SENS_R009,2026-09-09T06:00:00,R009,12,1.53,26.15,IoT
SENS_R010,2026-09-09T06:00:00,R010,19,1.91,23.95,IoT
SENS_R011,2026-09-09T06:00:00,R011,23,1.61,25.13,IoT
SENS_R012,2026-09-09T06:00:00,R012,21,1.49,25.7,IoT
SENS_R013,2026-09-09T06:00:00,R013,43,2.08,25.12,IoT
SENS_R014,2026-09-09T06:00:00,R014,0,1.14,24.9,IoT
SENS_R015,2026-09-09T06:00:00,R015,2,0.89,25.14,IoT
SENS_R016,2026-09-09T06:00:00,R016,15,1.33,24.17,IoT
SENS_R017,2026-09-09T06:00:00,R017,7,0.85,23.73,IoT
SENS_R018,2026-09-09T06:00:00,R018,26,2.28,24.8,IoT
SENS_R019,2026-09-09T06:00:00,R019,17,1.33,24.53,IoT
SENS_R020,2026-09-09T06:00:00,R020,13,1.88,23.91,IoT
SENS_R021,2026-09-09T06:00:00,R021,5,1.27,23.84,IoT
SENS_R022,2026-09-09T06:00:00,R022,20,1.18,23.01,IoT
SENS_R023,2026-09-09T06:00:00,R023,11,1.47,25.6,IoT
SENS_R024,2026-09-09T06:00:00,R024,12,1.31,23.74,IoT
SENS_R025,2026-09-09T06:00:00,R025,34,1.9,24.72,IoT
SENS_R026,2026-09-09T06:00:00,R026,11,2.01,23.19,IoT
SENS_R027,2026-09-09T06:00:00,R027,32,1.71,24.62,IoT
SENS_R028,2026-09-09T06:00:00,R028,8,1.48,24.77,IoT
SENS_R029,2026-09-09T06:00:00,R029,37,1.54,23.58,IoT
SENS_R030,2026-09-09T06:00:00,R030,26,2.19,25.08,IoT
SENS_R001,2026-09-09T07:00:00,R001,17,1.61,23.88,IoT
SENS_R002,2026-09-09T07:00:00,R002,4,0.93,22.94,IoT
SENS_R003,2026-09-09T07:00:00,R003,20,1.62,23.51,IoT
SENS_R004,2026-09-09T07:00:00,R004,15,1.72,25.21,IoT
SENS_R005,2026-09-09T07:00:00,R005,31,1.83,25.11,IoT
SENS_R006,2026-09-09T07:00:00,R006,5,1.17,23.72,IoT
SENS_R007,2026-09-09T07:00:00,R007,5,1.47,25.03,IoT
SENS_R008,2026-09-09T07:00:00,R008,30,2.06,24.04,IoT
SENS_R009,2026-09-09T07:00:00,R009,15,1.64,23.31,IoT
SENS_R010,2026-09-09T07:00:00,R010,15,1.99,25.11,IoT
SENS_R011,2026-09-09T07:00:00,R011,20,1.6,23.9,IoT
SENS_R012,2026-09-09T07:00:00,R012,25,1.98,23.31,IoT
SENS_R013,2026-09-09T07:00:00,R013,42,1.81,24.44,IoT
SENS_R014,2026-09-09T07:00:00,R014,8,0.57,22.01,IoT
SENS_R015,2026-09-09T07:00:00,R015,7,1.3,25.51,IoT
SENS_R016,2026-09-09T07:00:00,R016,17,1.45,24.0,IoT
SENS_R017,2026-09-09T07:00:00,R017,11,1.62,24.83,IoT
SENS_R018,2026-09-09T07:00:00,R018,10,1.08,22.71,IoT
SENS_R019,2026-09-09T07:00:00,R019,19,1.45,23.7,IoT
SENS_R020,2026-09-09T07:00:00,R020,10,1.94,24.86,IoT
SENS_R021,2026-09-09T07:00:00,R021,18,1.79,24.25,IoT
SENS_R022,2026-09-09T07:00:00,R022,19,1.45,22.72,IoT
SENS_R023,2026-09-09T07:00:00,R023,8,1.41,24.32,IoT
SENS_R024,2026-09-09T07:00:00,R024,15,2.11,25.77,IoT
SENS_R025,2026-09-09T07:00:00,R025,14,1.34,22.82,IoT
SENS_R026,2026-09-09T07:00:00,R026,13,1.76,25.84,IoT
SENS_R027,2026-09-09T07:00:00,R027,40,1.57,24.35,IoT
SENS_R028,2026-09-09T07:00:00,R028,12,1.54,23.45,IoT
SENS_R029,2026-09-09T07:00:00,R029,21,0.98,24.02,IoT
SENS_R030,2026-09-09T07:00:00,R030,8,0.94,23.78,IoT
SENS_R001,2026-09-09T08:00:00,R001,26,3.09,25.02,IoT
SENS_R002,2026-09-09T08:00:00,R002,97,3.25,24.47,IoT
SENS_R003,2026-09-09T08:00:00,R003,88,2.57,25.02,IoT
SENS_R004,2026-09-09T08:00:00,R004,35,1.9,26.05,IoT
SENS_R005,2026-09-09T08:00:00,R005,59,3.02,26.25,IoT
SENS_R006,2026-09-09T08:00:00,R006,32,2.7,24.76,IoT
SENS_R007,2026-09-09T08:00:00,R007,29,3.01,24.84,IoT
SENS_R008,2026-09-09T08:00:00,R008,35,1.92,24.93,IoT
SENS_R009,2026-09-09T08:00:00,R009,38,3.27,26.27,IoT
SENS_R010,2026-09-09T08:00:00,R010,41,2.76,25.18,IoT
SENS_R011,2026-09-09T08:00:00,R011,47,2.17,26.6,IoT
SENS_R012,2026-09-09T08:00:00,R012,55,3.17,25.2,IoT
SENS_R013,2026-09-09T08:00:00,R013,142,4.14,27.16,IoT
SENS_R014,2026-09-09T08:00:00,R014,33,3.04,25.59,IoT
SENS_R015,2026-09-09T08:00:00,R015,17,2.75,24.46,IoT
SENS_R016,2026-09-09T08:00:00,R016,77,4.26,26.23,IoT
SENS_R017,2026-09-09T08:00:00,R017,55,3.61,26.88,IoT
SENS_R018,2026-09-09T08:00:00,R018,70,2.87,24.16,IoT
SENS_R019,2026-09-09T08:00:00,R019,63,3.88,26.13,IoT
SENS_R020,2026-09-09T08:00:00,R020,42,3.43,25.86,IoT
SENS_R021,2026-09-09T08:00:00,R021,31,2.58,26.21,IoT
SENS_R022,2026-09-09T08:00:00,R022,57,3.59,27.29,IoT
SENS_R023,2026-09-09T08:00:00,R023,19,1.89,25.37,IoT
SENS_R024,2026-09-09T08:00:00,R024,25,2.27,24.26,IoT
SENS_R025,2026-09-09T08:00:00,R025,73,3.3,26.09,IoT
SENS_R026,2026-09-09T08:00:00,R026,31,2.97,24.91,IoT
SENS_R027,2026-09-09T08:00:00,R027,112,3.33,25.29,IoT
SENS_R028,2026-09-09T08:00:00,R028,17,1.69,25.28,IoT
SENS_R029,2026-09-09T08:00:00,R029,53,2.2,24.85,IoT
SENS_R030,2026-09-09T08:00:00,R030,56,3.0,24.39,IoT
SENS_R001,2026-09-09T09:00:00,R001,14,2.39,24.71,IoT
SENS_R002,2026-09-09T09:00:00,R002,103,4.21,26.83,IoT
SENS_R003,2026-09-09T09:00:00,R003,84,2.8,25.82,IoT
SENS_R004,2026-09-09T09:00:00,R004,48,2.67,26.6,IoT
SENS_R005,2026-09-09T09:00:00,R005,73,3.46,25.35,IoT
SENS_R006,2026-09-09T09:00:00,R006,22,2.38,24.78,IoT
SENS_R007,2026-09-09T09:00:00,R007,17,2.09,24.16,IoT
SENS_R008,2026-09-09T09:00:00,R008,69,3.35,24.99,IoT
SENS_R009,2026-09-09T09:00:00,R009,41,3.2,26.83,IoT
SENS_R010,2026-09-09T09:00:00,R010,56,3.61,27.11,IoT
SENS_R011,2026-09-09T09:00:00,R011,46,2.0,24.66,IoT
SENS_R012,2026-09-09T09:00:00,R012,41,2.78,23.96,IoT
SENS_R013,2026-09-09T09:00:00,R013,96,3.1,25.26,IoT
SENS_R014,2026-09-09T09:00:00,R014,37,3.24,25.4,IoT
SENS_R015,2026-09-09T09:00:00,R015,16,2.06,26.12,IoT
SENS_R016,2026-09-09T09:00:00,R016,70,3.43,26.68,IoT
SENS_R017,2026-09-09T09:00:00,R017,47,3.01,27.0,IoT
SENS_R018,2026-09-09T09:00:00,R018,67,2.98,25.3,IoT
SENS_R019,2026-09-09T09:00:00,R019,63,4.08,27.05,IoT
SENS_R020,2026-09-09T09:00:00,R020,32,2.99,25.43,IoT
SENS_R021,2026-09-09T09:00:00,R021,29,1.73,24.13,IoT
SENS_R022,2026-09-09T09:00:00,R022,62,3.97,25.8,IoT
SENS_R023,2026-09-09T09:00:00,R023,25,3.38,25.26,IoT
SENS_R024,2026-09-09T09:00:00,R024,36,2.72,25.17,IoT
SENS_R025,2026-09-09T09:00:00,R025,72,3.15,26.21,IoT
SENS_R026,2026-09-09T09:00:00,R026,31,3.14,25.6,IoT
SENS_R027,2026-09-09T09:00:00,R027,90,3.18,24.48,IoT
SENS_R028,2026-09-09T09:00:00,R028,18,1.74,24.42,IoT
SENS_R029,2026-09-09T09:00:00,R029,53,2.0,24.09,IoT
SENS_R030,2026-09-09T09:00:00,R030,64,3.69,25.51,IoT
SENS_R001,2026-09-09T10:00:00,R001,35,3.8,26.0,IoT
SENS_R002,2026-09-09T10:00:00,R002,80,2.91,25.78,IoT
SENS_R003,2026-09-09T10:00:00,R003,79,2.65,26.01,IoT
SENS_R004,2026-09-09T10:00:00,R004,42,2.01,24.99,IoT
SENS_R005,2026-09-09T10:00:00,R005,53,2.8,25.58,IoT
SENS_R006,2026-09-09T10:00:00,R006,34,3.35,26.27,IoT
SENS_R007,2026-09-09T10:00:00,R007,16,1.94,26.01,IoT
SENS_R008,2026-09-09T10:00:00,R008,61,2.87,25.32,IoT
SENS_R009,2026-09-09T10:00:00,R009,23,2.12,24.69,IoT
SENS_R010,2026-09-09T10:00:00,R010,17,1.65,23.69,IoT
SENS_R011,2026-09-09T10:00:00,R011,70,3.14,25.88,IoT
SENS_R012,2026-09-09T10:00:00,R012,38,2.4,25.43,IoT
SENS_R013,2026-09-09T10:00:00,R013,96,3.27,25.96,IoT
SENS_R014,2026-09-09T10:00:00,R014,31,3.17,26.01,IoT
SENS_R015,2026-09-09T10:00:00,R015,12,1.93,25.28,IoT
SENS_R016,2026-09-09T10:00:00,R016,24,1.65,23.81,IoT
SENS_R017,2026-09-09T10:00:00,R017,53,3.5,25.08,IoT
SENS_R018,2026-09-09T10:00:00,R018,75,3.34,27.79,IoT
SENS_R019,2026-09-09T10:00:00,R019,58,3.81,26.77,IoT
SENS_R020,2026-09-09T10:00:00,R020,40,2.83,26.18,IoT
SENS_R021,2026-09-09T10:00:00,R021,52,4.02,25.47,IoT
SENS_R022,2026-09-09T10:00:00,R022,59,3.64,25.91,IoT
SENS_R023,2026-09-09T10:00:00,R023,20,2.75,25.31,IoT
SENS_R024,2026-09-09T10:00:00,R024,56,3.55,27.05,IoT
SENS_R025,2026-09-09T10:00:00,R025,60,2.38,25.78,IoT
SENS_R026,2026-09-09T10:00:00,R026,35,3.26,25.42,IoT
SENS_R027,2026-09-09T10:00:00,R027,70,2.54,25.05,IoT
SENS_R028,2026-09-09T10:00:00,R028,35,2.65,26.27,IoT
SENS_R029,2026-09-09T10:00:00,R029,67,2.46,22.99,IoT
SENS_R030,2026-09-09T10:00:00,R030,67,3.49,26.54,IoT
SENS_R001,2026-09-09T11:00:00,R001,31,3.36,24.56,IoT
SENS_R002,2026-09-09T11:00:00,R002,81,3.1,24.13,IoT
SENS_R003,2026-09-09T11:00:00,R003,91,3.54,25.08,IoT
SENS_R004,2026-09-09T11:00:00,R004,63,2.65,24.86,IoT
SENS_R005,2026-09-09T11:00:00,R005,81,3.84,25.82,IoT
SENS_R006,2026-09-09T11:00:00,R006,39,2.86,25.97,IoT
SENS_R007,2026-09-09T11:00:00,R007,26,3.05,26.83,IoT
SENS_R008,2026-09-09T11:00:00,R008,60,3.23,26.2,IoT
SENS_R009,2026-09-09T11:00:00,R009,52,3.95,26.24,IoT
SENS_R010,2026-09-09T11:00:00,R010,23,2.1,23.34,IoT
SENS_R011,2026-09-09T11:00:00,R011,69,3.23,23.64,IoT
SENS_R012,2026-09-09T11:00:00,R012,39,2.65,24.09,IoT
SENS_R013,2026-09-09T11:00:00,R013,100,3.29,26.86,IoT
SENS_R014,2026-09-09T11:00:00,R014,24,2.44,24.98,IoT
SENS_R015,2026-09-09T11:00:00,R015,21,2.85,23.58,IoT
SENS_R016,2026-09-09T11:00:00,R016,37,2.3,24.23,IoT
SENS_R017,2026-09-09T11:00:00,R017,46,3.05,25.92,IoT
SENS_R018,2026-09-09T11:00:00,R018,90,3.94,27.25,IoT
SENS_R019,2026-09-09T11:00:00,R019,42,2.71,24.86,IoT
SENS_R020,2026-09-09T11:00:00,R020,45,3.84,25.91,IoT
SENS_R021,2026-09-09T11:00:00,R021,38,2.48,23.0,IoT
SENS_R022,2026-09-09T11:00:00,R022,46,3.26,26.14,IoT
SENS_R023,2026-09-09T11:00:00,R023,28,3.37,25.62,IoT
SENS_R024,2026-09-09T11:00:00,R024,61,3.81,23.39,IoT
SENS_R025,2026-09-09T11:00:00,R025,91,3.69,25.08,IoT
SENS_R026,2026-09-09T11:00:00,R026,31,2.93,26.23,IoT
SENS_R027,2026-09-09T11:00:00,R027,101,3.07,26.76,IoT
SENS_R028,2026-09-09T11:00:00,R028,30,2.94,26.54,IoT
SENS_R029,2026-09-09T11:00:00,R029,118,3.48,24.8,IoT
SENS_R030,2026-09-09T11:00:00,R030,56,2.77,26.04,IoT
SENS_R001,2026-09-09T12:00:00,R001,23,2.7,25.19,IoT
SENS_R002,2026-09-09T12:00:00,R002,100,3.77,25.8,IoT
SENS_R003,2026-09-09T12:00:00,R003,63,2.0,25.05,IoT
SENS_R004,2026-09-09T12:00:00,R004,45,2.23,23.76,IoT
SENS_R005,2026-09-09T12:00:00,R005,81,3.5,26.49,IoT
SENS_R006,2026-09-09T12:00:00,R006,16,1.91,24.3,IoT
SENS_R007,2026-09-09T12:00:00,R007,14,2.63,25.09,IoT
SENS_R008,2026-09-09T12:00:00,R008,47,2.34,24.75,IoT
SENS_R009,2026-09-09T12:00:00,R009,47,3.46,26.86,IoT
SENS_R010,2026-09-09T12:00:00,R010,51,3.61,24.71,IoT
SENS_R011,2026-09-09T12:00:00,R011,52,2.54,25.4,IoT
SENS_R012,2026-09-09T12:00:00,R012,68,3.9,25.2,IoT
SENS_R013,2026-09-09T12:00:00,R013,81,2.32,24.98,IoT
SENS_R014,2026-09-09T12:00:00,R014,30,2.79,23.69,IoT
SENS_R015,2026-09-09T12:00:00,R015,28,2.97,24.92,IoT
SENS_R016,2026-09-09T12:00:00,R016,55,3.34,25.8,IoT
SENS_R017,2026-09-09T12:00:00,R017,53,3.19,26.34,IoT
SENS_R018,2026-09-09T12:00:00,R018,69,2.75,25.46,IoT
SENS_R019,2026-09-09T12:00:00,R019,39,2.27,24.2,IoT
SENS_R020,2026-09-09T12:00:00,R020,48,3.88,26.49,IoT
SENS_R021,2026-09-09T12:00:00,R021,60,3.73,26.03,IoT
SENS_R022,2026-09-09T12:00:00,R022,50,3.35,25.06,IoT
SENS_R023,2026-09-09T12:00:00,R023,32,3.87,25.73,IoT
SENS_R024,2026-09-09T12:00:00,R024,37,2.84,25.83,IoT
SENS_R025,2026-09-09T12:00:00,R025,56,2.61,24.84,IoT
SENS_R026,2026-09-09T12:00:00,R026,27,2.3,23.15,IoT
SENS_R027,2026-09-09T12:00:00,R027,106,3.39,25.25,IoT
SENS_R028,2026-09-09T12:00:00,R028,35,2.82,25.64,IoT
SENS_R029,2026-09-09T12:00:00,R029,70,2.49,23.38,IoT
SENS_R030,2026-09-09T12:00:00,R030,45,3.21,25.2,IoT
SENS_R001,2026-09-09T13:00:00,R001,26,3.5,25.01,IoT
SENS_R002,2026-09-09T13:00:00,R002,76,3.17,25.44,IoT
SENS_R003,2026-09-09T13:00:00,R003,77,2.99,24.49,IoT
SENS_R004,2026-09-09T13:00:00,R004,44,2.04,22.73,IoT
SENS_R005,2026-09-09T13:00:00,R005,42,2.55,25.07,IoT
SENS_R006,2026-09-09T13:00:00,R006,30,3.0,25.71,IoT
SENS_R007,2026-09-09T13:00:00,R007,21,2.58,25.37,IoT
SENS_R008,2026-09-09T13:00:00,R008,36,1.81,23.34,IoT
SENS_R009,2026-09-09T13:00:00,R009,54,3.81,25.9,IoT
SENS_R010,2026-09-09T13:00:00,R010,32,1.74,24.62,IoT
SENS_R011,2026-09-09T13:00:00,R011,40,1.99,25.03,IoT
SENS_R012,2026-09-09T13:00:00,R012,56,3.41,26.41,IoT
SENS_R013,2026-09-09T13:00:00,R013,119,3.75,25.16,IoT
SENS_R014,2026-09-09T13:00:00,R014,21,1.49,23.0,IoT
SENS_R015,2026-09-09T13:00:00,R015,22,2.51,25.44,IoT
SENS_R016,2026-09-09T13:00:00,R016,64,2.93,24.94,IoT
SENS_R017,2026-09-09T13:00:00,R017,46,3.14,25.51,IoT
SENS_R018,2026-09-09T13:00:00,R018,60,2.9,25.21,IoT
SENS_R019,2026-09-09T13:00:00,R019,44,2.4,23.64,IoT
SENS_R020,2026-09-09T13:00:00,R020,44,3.47,24.92,IoT
SENS_R021,2026-09-09T13:00:00,R021,54,3.21,25.4,IoT
SENS_R022,2026-09-09T13:00:00,R022,51,3.69,25.34,IoT
SENS_R023,2026-09-09T13:00:00,R023,19,2.58,24.08,IoT
SENS_R024,2026-09-09T13:00:00,R024,33,1.97,24.59,IoT
SENS_R025,2026-09-09T13:00:00,R025,86,3.94,26.6,IoT
SENS_R026,2026-09-09T13:00:00,R026,40,3.63,26.85,IoT
SENS_R027,2026-09-09T13:00:00,R027,85,2.6,24.0,IoT
SENS_R028,2026-09-09T13:00:00,R028,30,2.81,26.06,IoT
SENS_R029,2026-09-09T13:00:00,R029,78,2.48,23.97,IoT
SENS_R030,2026-09-09T13:00:00,R030,37,2.69,24.01,IoT
SENS_R001,2026-09-09T14:00:00,R001,29,3.31,26.37,IoT
SENS_R002,2026-09-09T14:00:00,R002,46,2.33,25.53,IoT
SENS_R003,2026-09-09T14:00:00,R003,69,2.74,26.55,IoT
SENS_R004,2026-09-09T14:00:00,R004,65,2.8,25.23,IoT
SENS_R005,2026-09-09T14:00:00,R005,57,2.47,24.99,IoT
SENS_R006,2026-09-09T14:00:00,R006,14,1.84,24.36,IoT
SENS_R007,2026-09-09T14:00:00,R007,19,2.5,23.66,IoT
SENS_R008,2026-09-09T14:00:00,R008,40,2.05,24.83,IoT
SENS_R009,2026-09-09T14:00:00,R009,38,3.1,25.44,IoT
SENS_R010,2026-09-09T14:00:00,R010,31,2.33,23.68,IoT
SENS_R011,2026-09-09T14:00:00,R011,94,3.74,27.63,IoT
SENS_R012,2026-09-09T14:00:00,R012,39,2.33,25.07,IoT
SENS_R013,2026-09-09T14:00:00,R013,77,2.58,24.86,IoT
SENS_R014,2026-09-09T14:00:00,R014,45,3.96,24.69,IoT
SENS_R015,2026-09-09T14:00:00,R015,34,4.01,26.4,IoT
SENS_R016,2026-09-09T14:00:00,R016,43,2.47,25.28,IoT
SENS_R017,2026-09-09T14:00:00,R017,41,2.82,26.06,IoT
SENS_R018,2026-09-09T14:00:00,R018,57,2.96,25.88,IoT
SENS_R019,2026-09-09T14:00:00,R019,37,2.3,24.97,IoT
SENS_R020,2026-09-09T14:00:00,R020,41,3.59,26.07,IoT
SENS_R021,2026-09-09T14:00:00,R021,29,2.34,24.41,IoT
SENS_R022,2026-09-09T14:00:00,R022,48,3.24,24.51,IoT
SENS_R023,2026-09-09T14:00:00,R023,14,2.2,25.4,IoT
SENS_R024,2026-09-09T14:00:00,R024,32,2.39,25.37,IoT
SENS_R025,2026-09-09T14:00:00,R025,95,3.52,25.37,IoT
SENS_R026,2026-09-09T14:00:00,R026,41,3.39,25.6,IoT
SENS_R027,2026-09-09T14:00:00,R027,119,3.8,24.77,IoT
SENS_R028,2026-09-09T14:00:00,R028,25,2.65,25.77,IoT
SENS_R029,2026-09-09T14:00:00,R029,103,3.35,26.03,IoT
SENS_R030,2026-09-09T14:00:00,R030,36,1.96,24.81,IoT
SENS_R001,2026-09-09T15:00:00,R001,24,2.92,25.27,IoT
SENS_R002,2026-09-09T15:00:00,R002,105,3.72,27.06,IoT
SENS_R003,2026-09-09T15:00:00,R003,61,2.71,24.84,IoT
SENS_R004,2026-09-09T15:00:00,R004,56,2.74,25.71,IoT
SENS_R005,2026-09-09T15:00:00,R005,90,3.99,26.58,IoT
SENS_R006,2026-09-09T15:00:00,R006,40,3.83,25.44,IoT
SENS_R007,2026-09-09T15:00:00,R007,24,2.66,25.97,IoT
SENS_R008,2026-09-09T15:00:00,R008,86,4.06,27.08,IoT
SENS_R009,2026-09-09T15:00:00,R009,42,3.22,25.49,IoT
SENS_R010,2026-09-09T15:00:00,R010,39,2.44,25.35,IoT
SENS_R011,2026-09-09T15:00:00,R011,73,3.2,24.96,IoT
SENS_R012,2026-09-09T15:00:00,R012,66,3.56,25.03,IoT
SENS_R013,2026-09-09T15:00:00,R013,88,2.68,24.31,IoT
SENS_R014,2026-09-09T15:00:00,R014,42,3.6,25.23,IoT
SENS_R015,2026-09-09T15:00:00,R015,22,2.67,24.48,IoT
SENS_R016,2026-09-09T15:00:00,R016,49,2.9,24.99,IoT
SENS_R017,2026-09-09T15:00:00,R017,36,2.45,23.62,IoT
SENS_R018,2026-09-09T15:00:00,R018,53,2.52,24.27,IoT
SENS_R019,2026-09-09T15:00:00,R019,23,1.99,25.02,IoT
SENS_R020,2026-09-09T15:00:00,R020,50,3.93,28.15,IoT
SENS_R021,2026-09-09T15:00:00,R021,51,3.07,25.88,IoT
SENS_R022,2026-09-09T15:00:00,R022,44,2.95,27.4,IoT
SENS_R023,2026-09-09T15:00:00,R023,27,2.83,24.87,IoT
SENS_R024,2026-09-09T15:00:00,R024,42,2.95,26.23,IoT
SENS_R025,2026-09-09T15:00:00,R025,101,3.2,25.91,IoT
SENS_R026,2026-09-09T15:00:00,R026,33,3.35,24.76,IoT
SENS_R027,2026-09-09T15:00:00,R027,61,2.1,25.1,IoT
SENS_R028,2026-09-09T15:00:00,R028,18,1.64,24.23,IoT
SENS_R029,2026-09-09T15:00:00,R029,122,3.44,26.1,IoT
SENS_R030,2026-09-09T15:00:00,R030,32,2.53,25.61,IoT
SENS_R001,2026-09-09T16:00:00,R001,13,1.81,25.15,IoT
SENS_R002,2026-09-09T16:00:00,R002,70,3.15,24.91,IoT
SENS_R003,2026-09-09T16:00:00,R003,71,2.84,25.08,IoT
SENS_R004,2026-09-09T16:00:00,R004,79,3.6,26.54,IoT
SENS_R005,2026-09-09T16:00:00,R005,52,2.79,25.61,IoT
SENS_R006,2026-09-09T16:00:00,R006,37,3.28,24.86,IoT
SENS_R007,2026-09-09T16:00:00,R007,14,1.68,23.7,IoT
SENS_R008,2026-09-09T16:00:00,R008,50,2.53,24.45,IoT
SENS_R009,2026-09-09T16:00:00,R009,34,2.6,26.54,IoT
SENS_R010,2026-09-09T16:00:00,R010,32,2.53,25.61,IoT
SENS_R011,2026-09-09T16:00:00,R011,65,2.63,26.13,IoT
SENS_R012,2026-09-09T16:00:00,R012,45,2.87,26.45,IoT
SENS_R013,2026-09-09T16:00:00,R013,91,2.76,24.86,IoT
SENS_R014,2026-09-09T16:00:00,R014,25,2.53,24.97,IoT
SENS_R015,2026-09-09T16:00:00,R015,24,2.65,26.27,IoT
SENS_R016,2026-09-09T16:00:00,R016,48,2.62,26.15,IoT
SENS_R017,2026-09-09T16:00:00,R017,46,3.19,26.41,IoT
SENS_R018,2026-09-09T16:00:00,R018,67,3.16,25.79,IoT
SENS_R019,2026-09-09T16:00:00,R019,49,3.56,26.49,IoT
SENS_R020,2026-09-09T16:00:00,R020,51,4.33,25.82,IoT
