resource_id,building_id,name,type,building_type,room_id,room_type,capacity,floor,projector,computers,air_conditioned,status,cost_per_hour,faculty_id,department,max_hours_per_day,student_id,year,course_id,student_count,requires_projector,requires_computer,course_level,equipment_id,equipment_type,replacement_cost,source_priority,data_quality_score,last_observed_at,fusion_status,capabilities
STU_S0288,,Student 0288,student,,,,,,,,,,,,AI-DS,,S0288,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0289,,Student 0289,student,,,,,,,,,,,,MBA,,S0289,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0290,,Student 0290,student,,,,,,,,,,,,ECE,,S0290,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0291,,Student 0291,student,,,,,,,,,,,,CSE,,S0291,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0292,,Student 0292,student,,,,,,,,,,,,ME,,S0292,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0293,,Student 0293,student,,,,,,,,,,,,MBA,,S0293,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0294,,Student 0294,student,,,,,,,,,,,,CE,,S0294,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0295,,Student 0295,student,,,,,,,,,,,,EEE,,S0295,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0296,,Student 0296,student,,,,,,,,,,,,EEE,,S0296,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0297,,Student 0297,student,,,,,,,,,,,,ME,,S0297,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0298,,Student 0298,student,,,,,,,,,,,,CSE,,S0298,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0299,,Student 0299,student,,,,,,,,,,,,MBA,,S0299,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0300,,Student 0300,student,,,,,,,,,,,,CSE,,S0300,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0301,,Student 0301,student,,,,,,,,,,,,CE,,S0301,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0302,,Student 0302,student,,,,,,,,,,,,ME,,S0302,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0303,,Student 0303,student,,,,,,,,,,,,ME,,S0303,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0304,,Student 0304,student,,,,,,,,,,,,EEE,,S0304,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0305,,Student 0305,student,,,,,,,,,,,,CE,,S0305,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0306,,Student 0306,student,,,,,,,,,,,,CSE,,S0306,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0307,,Student 0307,student,,,,,,,,,,,,CSE,,S0307,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0308,,Student 0308,student,,,,,,,,,,,,AI-DS,,S0308,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0309,,Student 0309,student,,,,,,,,,,,,CE,,S0309,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0310,,Student 0310,student,,,,,,,,,,,,CSE,,S0310,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0311,,Student 0311,student,,,,,,,,,,,,AI-DS,,S0311,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0312,,Student 0312,student,,,,,,,,,,,,ME,,S0312,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0313,,Student 0313,student,,,,,,,,,,,,EEE,,S0313,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0314,,Student 0314,student,,,,,,,,,,,,EEE,,S0314,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0315,,Student 0315,student,,,,,,,,,,,,ME,,S0315,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0316,,Student 0316,student,,,,,,,,,,,,AI-DS,,S0316,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0317,,Student 0317,student,,,,,,,,,,,,MBA,,S0317,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0318,,Student 0318,student,,,,,,,,,,,,CSE,,S0318,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0319,,Student 0319,student,,,,,,,,,,,,CSE,,S0319,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0320,,Student 0320,student,,,,,,,,,,,,EEE,,S0320,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0321,,Student 0321,student,,,,,,,,,,,,AI-DS,,S0321,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0322,,Student 0322,student,,,,,,,,,,,,EEE,,S0322,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0323,,Student 0323,student,,,,,,,,,,,,CE,,S0323,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0324,,Student 0324,student,,,,,,,,,,,,EEE,,S0324,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0325,,Student 0325,student,,,,,,,,,,,,AI-DS,,S0325,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0326,,Student 0326,student,,,,,,,,,,,,ECE,,S0326,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0327,,Student 0327,student,,,,,,,,,,,,EEE,,S0327,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0328,,Student 0328,student,,,,,,,,,,,,AI-DS,,S0328,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0329,,Student 0329,student,,,,,,,,,,,,MBA,,S0329,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0330,,Student 0330,student,,,,,,,,,,,,AI-DS,,S0330,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0331,,Student 0331,student,,,,,,,,,,,,AI-DS,,S0331,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0332,,Student 0332,student,,,,,,,,,,,,CE,,S0332,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0333,,Student 0333,student,,,,,,,,,,,,CSE,,S0333,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0334,,Student 0334,student,,,,,,,,,,,,EEE,,S0334,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0335,,Student 0335,student,,,,,,,,,,,,ECE,,S0335,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0336,,Student 0336,student,,,,,,,,,,,,MBA,,S0336,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0337,,Student 0337,student,,,,,,,,,,,,ECE,,S0337,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0338,,Student 0338,student,,,,,,,,,,,,ECE,,S0338,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0339,,Student 0339,student,,,,,,,,,,,,CSE,,S0339,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0340,,Student 0340,student,,,,,,,,,,,,MBA,,S0340,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0341,,Student 0341,student,,,,,,,,,,,,CE,,S0341,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0342,,Student 0342,student,,,,,,,,,,,,AI-DS,,S0342,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0343,,Student 0343,student,,,,,,,,,,,,MBA,,S0343,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0344,,Student 0344,student,,,,,,,,,,,,CE,,S0344,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0345,,Student 0345,student,,,,,,,,,,,,ECE,,S0345,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0346,,Student 0346,student,,,,,,,,,,,,ECE,,S0346,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0347,,Student 0347,student,,,,,,,,,,,,AI-DS,,S0347,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0348,,Student 0348,student,,,,,,,,,,,,CSE,,S0348,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0349,,Student 0349,student,,,,,,,,,,,,EEE,,S0349,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0350,,Student 0350,student,,,,,,,,,,,,ME,,S0350,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0351,,Student 0351,student,,,,,,,,,,,,MBA,,S0351,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0352,,Student 0352,student,,,,,,,,,,,,ECE,,S0352,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0353,,Student 0353,student,,,,,,,,,,,,EEE,,S0353,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0354,,Student 0354,student,,,,,,,,,,,,MBA,,S0354,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0355,,Student 0355,student,,,,,,,,,,,,EEE,,S0355,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0356,,Student 0356,student,,,,,,,,,,,,ME,,S0356,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0357,,Student 0357,student,,,,,,,,,,,,MBA,,S0357,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0358,,Student 0358,student,,,,,,,,,,,,CE,,S0358,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0359,,Student 0359,student,,,,,,,,,,,,ECE,,S0359,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0360,,Student 0360,student,,,,,,,,,,,,MBA,,S0360,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0361,,Student 0361,student,,,,,,,,,,,,MBA,,S0361,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0362,,Student 0362,student,,,,,,,,,,,,CSE,,S0362,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0363,,Student 0363,student,,,,,,,,,,,,MBA,,S0363,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0364,,Student 0364,student,,,,,,,,,,,,CE,,S0364,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0365,,Student 0365,student,,,,,,,,,,,,AI-DS,,S0365,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0366,,Student 0366,student,,,,,,,,,,,,EEE,,S0366,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0367,,Student 0367,student,,,,,,,,,,,,MBA,,S0367,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0368,,Student 0368,student,,,,,,,,,,,,EEE,,S0368,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0369,,Student 0369,student,,,,,,,,,,,,CE,,S0369,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0370,,Student 0370,student,,,,,,,,,,,,MBA,,S0370,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0371,,Student 0371,student,,,,,,,,,,,,CSE,,S0371,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0372,,Student 0372,student,,,,,,,,,,,,MBA,,S0372,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0373,,Student 0373,student,,,,,,,,,,,,EEE,,S0373,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0374,,Student 0374,student,,,,,,,,,,,,ME,,S0374,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0375,,Student 0375,student,,,,,,,,,,,,ME,,S0375,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0376,,Student 0376,student,,,,,,,,,,,,ECE,,S0376,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0377,,Student 0377,student,,,,,,,,,,,,CSE,,S0377,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0378,,Student 0378,student,,,,,,,,,,,,ECE,,S0378,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0379,,Student 0379,student,,,,,,,,,,,,EEE,,S0379,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0380,,Student 0380,student,,,,,,,,,,,,MBA,,S0380,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0381,,Student 0381,student,,,,,,,,,,,,MBA,,S0381,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0382,,Student 0382,student,,,,,,,,,,,,ECE,,S0382,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0383,,Student 0383,student,,,,,,,,,,,,EEE,,S0383,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0384,,Student 0384,student,,,,,,,,,,,,AI-DS,,S0384,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0385,,Student 0385,student,,,,,,,,,,,,MBA,,S0385,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0386,,Student 0386,student,,,,,,,,,,,,ME,,S0386,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0387,,Student 0387,student,,,,,,,,,,,,CSE,,S0387,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0388,,Student 0388,student,,,,,,,,,,,,EEE,,S0388,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0389,,Student 0389,student,,,,,,,,,,,,MBA,,S0389,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0390,,Student 0390,student,,,,,,,,,,,,CE,,S0390,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0391,,Student 0391,student,,,,,,,,,,,,CSE,,S0391,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0392,,Student 0392,student,,,,,,,,,,,,ECE,,S0392,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0393,,Student 0393,student,,,,,,,,,,,,CSE,,S0393,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0394,,Student 0394,student,,,,,,,,,,,,ECE,,S0394,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0395,,Student 0395,student,,,,,,,,,,,,AI-DS,,S0395,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0396,,Student 0396,student,,,,,,,,,,,,CSE,,S0396,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0397,,Student 0397,student,,,,,,,,,,,,MBA,,S0397,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0398,,Student 0398,student,,,,,,,,,,,,CE,,S0398,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0399,,Student 0399,student,,,,,,,,,,,,AI-DS,,S0399,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0400,,Student 0400,student,,,,,,,,,,,,AI-DS,,S0400,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0401,,Student 0401,student,,,,,,,,,,,,EEE,,S0401,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0402,,Student 0402,student,,,,,,,,,,,,CSE,,S0402,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0403,,Student 0403,student,,,,,,,,,,,,ECE,,S0403,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0404,,Student 0404,student,,,,,,,,,,,,ECE,,S0404,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0405,,Student 0405,student,,,,,,,,,,,,CE,,S0405,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0406,,Student 0406,student,,,,,,,,,,,,CSE,,S0406,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0407,,Student 0407,student,,,,,,,,,,,,ME,,S0407,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0408,,Student 0408,student,,,,,,,,,,,,CSE,,S0408,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0409,,Student 0409,student,,,,,,,,,,,,EEE,,S0409,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0410,,Student 0410,student,,,,,,,,,,,,AI-DS,,S0410,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0411,,Student 0411,student,,,,,,,,,,,,EEE,,S0411,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0412,,Student 0412,student,,,,,,,,,,,,EEE,,S0412,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0413,,Student 0413,student,,,,,,,,,,,,AI-DS,,S0413,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0414,,Student 0414,student,,,,,,,,,,,,MBA,,S0414,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0415,,Student 0415,student,,,,,,,,,,,,ECE,,S0415,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0416,,Student 0416,student,,,,,,,,,,,,EEE,,S0416,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0417,,Student 0417,student,,,,,,,,,,,,MBA,,S0417,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0418,,Student 0418,student,,,,,,,,,,,,MBA,,S0418,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0419,,Student 0419,student,,,,,,,,,,,,AI-DS,,S0419,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0420,,Student 0420,student,,,,,,,,,,,,AI-DS,,S0420,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0421,,Student 0421,student,,,,,,,,,,,,MBA,,S0421,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0422,,Student 0422,student,,,,,,,,,,,,CSE,,S0422,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0423,,Student 0423,student,,,,,,,,,,,,CSE,,S0423,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0424,,Student 0424,student,,,,,,,,,,,,ECE,,S0424,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0425,,Student 0425,student,,,,,,,,,,,,MBA,,S0425,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0426,,Student 0426,student,,,,,,,,,,,,CSE,,S0426,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0427,,Student 0427,student,,,,,,,,,,,,EEE,,S0427,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0428,,Student 0428,student,,,,,,,,,,,,MBA,,S0428,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0429,,Student 0429,student,,,,,,,,,,,,EEE,,S0429,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0430,,Student 0430,student,,,,,,,,,,,,MBA,,S0430,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0431,,Student 0431,student,,,,,,,,,,,,EEE,,S0431,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0432,,Student 0432,student,,,,,,,,,,,,MBA,,S0432,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0433,,Student 0433,student,,,,,,,,,,,,MBA,,S0433,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0434,,Student 0434,student,,,,,,,,,,,,EEE,,S0434,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0435,,Student 0435,student,,,,,,,,,,,,MBA,,S0435,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0436,,Student 0436,student,,,,,,,,,,,,ME,,S0436,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0437,,Student 0437,student,,,,,,,,,,,,AI-DS,,S0437,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0438,,Student 0438,student,,,,,,,,,,,,ME,,S0438,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0439,,Student 0439,student,,,,,,,,,,,,ECE,,S0439,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0440,,Student 0440,student,,,,,,,,,,,,AI-DS,,S0440,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0441,,Student 0441,student,,,,,,,,,,,,EEE,,S0441,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0442,,Student 0442,student,,,,,,,,,,,,MBA,,S0442,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0443,,Student 0443,student,,,,,,,,,,,,AI-DS,,S0443,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0444,,Student 0444,student,,,,,,,,,,,,CSE,,S0444,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0445,,Student 0445,student,,,,,,,,,,,,CE,,S0445,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0446,,Student 0446,student,,,,,,,,,,,,CE,,S0446,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0447,,Student 0447,student,,,,,,,,,,,,EEE,,S0447,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0448,,Student 0448,student,,,,,,,,,,,,CSE,,S0448,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0449,,Student 0449,student,,,,,,,,,,,,AI-DS,,S0449,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0450,,Student 0450,student,,,,,,,,,,,,EEE,,S0450,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0451,,Student 0451,student,,,,,,,,,,,,CE,,S0451,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0452,,Student 0452,student,,,,,,,,,,,,ECE,,S0452,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0453,,Student 0453,student,,,,,,,,,,,,EEE,,S0453,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0454,,Student 0454,student,,,,,,,,,,,,CSE,,S0454,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0455,,Student 0455,student,,,,,,,,,,,,CE,,S0455,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0456,,Student 0456,student,,,,,,,,,,,,EEE,,S0456,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0457,,Student 0457,student,,,,,,,,,,,,CSE,,S0457,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0458,,Student 0458,student,,,,,,,,,,,,EEE,,S0458,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0459,,Student 0459,student,,,,,,,,,,,,CSE,,S0459,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0460,,Student 0460,student,,,,,,,,,,,,MBA,,S0460,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0461,,Student 0461,student,,,,,,,,,,,,CSE,,S0461,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0462,,Student 0462,student,,,,,,,,,,,,CSE,,S0462,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0463,,Student 0463,student,,,,,,,,,,,,MBA,,S0463,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0464,,Student 0464,student,,,,,,,,,,,,EEE,,S0464,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0465,,Student 0465,student,,,,,,,,,,,,CE,,S0465,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0466,,Student 0466,student,,,,,,,,,,,,CE,,S0466,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0467,,Student 0467,student,,,,,,,,,,,,AI-DS,,S0467,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0468,,Student 0468,student,,,,,,,,,,,,EEE,,S0468,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0469,,Student 0469,student,,,,,,,,,,,,ME,,S0469,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0470,,Student 0470,student,,,,,,,,,,,,CE,,S0470,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0471,,Student 0471,student,,,,,,,,,,,,CE,,S0471,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0472,,Student 0472,student,,,,,,,,,,,,ME,,S0472,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0473,,Student 0473,student,,,,,,,,,,,,AI-DS,,S0473,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0474,,Student 0474,student,,,,,,,,,,,,ECE,,S0474,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0475,,Student 0475,student,,,,,,,,,,,,CSE,,S0475,2.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0476,,Student 0476,student,,,,,,,,,,,,ME,,S0476,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0477,,Student 0477,student,,,,,,,,,,,,CE,,S0477,1.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0478,,Student 0478,student,,,,,,,,,,,,EEE,,S0478,3.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
STU_S0479,,Student 0479,student,,,,,,,,,,,,AI-DS,,S0479,4.0,,,,,,,,,primary,1.0,2026-09-20T18:00:00,fused,
